暂无可领取红包,Hiện không có Lì Xì
铁扇之力Lv.3,Thiết Phiến Lực Lv.3
重铸秘钥,Chìa Đúc Lại
<color=#03ff57>使用《元素之子奥义》可以激活本技能，本技能可通过仙术突破逐层提升效果。</color>,<color=#03ff57>Dùng《Bí Kíp Nguyên Tố Chi Tử》sẽ kích hoạt kỹ năng. Có thể dùng Tiên Thuật để đột phá nâng hiệu quả kỹ năng.</color>
受控制系英雄控制的概率降低3.5%。,Giảm 3.5% tỉ lệ bị khống chế từ tướng Khống Chế
使用后可激活与提升<color=#ff3b3b>青玄蝶影</color>\n激活可加成：\n<color=#00ff00>战力+30000\n生命+20000\n攻击+1000\n防御+1000</color>\n\n分解后可获得<color=#00ff00>182</color>时装仙翼精华，可提升时装仙翼等级,"Kích hoạt và nâng cấp <color=#ff3b3b>Thanh Huyền Điệp Ảnh</color>\nThuộc tính: \n<color=#00ff00>Chiến lực +30000\nHP +20000\nCông +1000\nThủ +1000</color>\n\nPhân giải nhận <color=#00ff00>182</color>Thời Trang Tinh Hoa Tiên Dực, có thể thăng cấp Thiên Dực Thời Trang"
$1次数不足，无法进入副本,"$1 số lượt không đủ, không thể vào Phụ Bản"
提升防具生命8%,Tăng HP Phòng Cụ 8%
"受到攻击时,若自己的生命值低于20%,且对方生命值高于自己,则有4%概率与攻击者互换生命值（百分比）,互换后双方会额外获得10%的生命值,一小时内只能触发一次.盛放耶稣血液的圣杯,喝下其盛过的水就将返老还童、死而复生并且获得永生.","Khi bị tấn công, nếu điểm HP của mình dưới 20%, và điểm HP của đối phương cao hơn mình, thì có 4% tỉ lệ đổi điểm HP với kẻ tấn công (%), sau khi đổi hai bên sẽ nhận thêm 10% điểm HP, trong 1h chỉ được kích phát 1 lượt."
周一、四20:00-20:50开启,"T2, T5 20:00-20:50"
我们战胜了他，强盗们逃走了！但村庄的危机还未解除，我们要守着这儿，直到卫兵到来。,"Chúng ta đã đánh bại hắn, bọn cướp chạy trốn! Nhưng nguy hiểm vẫn còn, chúng ta sẽ trấn thủ ở đây đến khi vệ binh tới."
灵宠受到攻击时，有10%几率增加自身12%的减伤，持续5秒，冷却10秒,"Khi Linh Sủng bị tấn công, có 10% tỉ lệ tăng cho mình 12% giảm thương, liên tục 5s, CD 10s"
神机状态下，如来以万佛朝宗之力召唤无数佛力从天而降，并且108个佛陀护体，给自身100%的概率无视所有伤害，同时攻击+100000点，固定伤害+100000点，持续10秒，，每天最多触发10次,"Trong trạng thái Thần Cơ, Như Lai dùng Vạn Phật Triều Tông triệu hoán vô số Phật Lực từ trên trời giáng xuống, và 108 Phật Đà Hộ Thể, cho mình 100% tỉ lệ bỏ qua mọi sát thương. đồng thời Công +100000 điểm, sát thương cố định+100000 điểm, liên tục 10s, mỗi ngày tối đa kích phát 10 lượt"
每月限购:,Hạn mua tháng:
八方归元,Bát Phương Quy Nguyên
"永茂≥3个,控制≤2个","Hệ Mộc ≥ 3, Khống Chế ≤ 2"
单笔-30,Nạp Đơn-30
神佑III,Cầu Phúc III
"{""9阶红二星装备宝箱"",""11阶红二星装备宝箱"",""13阶红二星装备宝箱""}","{""Rương 9 Giai Đỏ Trang Bị 2 Sao"",""Rương 11 Giai Đỏ Trang Bị 2 Sao"",""Rương 13 Giai Đỏ Trang Bị 2 Sao""}"
"{""获得更高级装备"",""组队可更快通过"",""获得海量经验""}","{""Nhận Trang Bị cao cấp hơn"",""Tổ đội sẽ thông quan nhanh hơn"",""Nhận lượng lớn EXP""}"
减少50%的防御,Giảm 50% Thủ
挑战350级传承古域,Khiêu chiến Truyền Thừa Cổ Vực cấp 350
1.2件<color=#ff3b3b>9阶神装项链+圣装项链</color>可合成,1. 2 món <color=#ff3b3b>9 Giai Thần Trang Liên+Thánh Trang Liên</color> có thể hợp thành
技能激活后，每30秒召唤一次酒神，对目标造成1050%伤害，冷却为30秒,"Sau khi kích hoạt kỹ năng, mỗi 30s triệu hoán 1 lượt Tửu Thần, với mục tiêu gây 1050% sát thương. CD 30s"
魔,Ma
一念空城,Cao Phong
这把节杖能够抚慰苦痛的灵魂，帮他寻回失去的意志。托马是节杖的主人，也是第一个受它抚慰的人。,"Quyền trượng của Thomas, có thể xoa dịu một linh hồn đau khổ và giúp anh ta lấy lại ý chí đã mất."
打造6件天仙套装,Rèn 6 Bộ Thiên Tiên
召唤巨型火焰陨石，攻击敌方随机3个目标，造成111%魔法伤害。对<color=#FFEB04>【燃烧】</color>目标伤害提升30%。,"Triệu hồi đá lửa tấn công 3 tướng địch ngẫu nhiên, gây 111% sát thương phép. Với địch đang chịu <color=#FFEB04>[Thiêu Đốt]</color> tăng thêm 30% sát thương."
复苏权杖,Trượng Hồi Sinh
清除身上的所有负面效果，并免疫一切负面效果，持续5秒,"Thanh tẩy mọi trạng thái bất lợi trên mình, và miễn dịch mọi trạng thái bất lợi, liên tục 5s"
每场首次挑战成功后还将获得大量金币、英雄经验及异兽材料奖励！,"Sau khi khiêu chiến lần đầu mỗi trận thành công nhận nhiều Vàng, EXP tướng và nguyên liệu Thần Thú"
狮子吼伤害加成,Tăng Sát Thương Sư Tử Hống
"有概率获得套装<color=#00ff00>仙剑逍遥</color>珍稀时装\n激活套装可获得技能：<color=#00ff00>为了找到自己的爱人，上古剑仙逍遥，将逍遥仙套集齐成功的触发了强力的仙剑附身，永久增加3%伤害加深，1000点攻击，1000点破甲，1000点暴击。</color>\n开启可随机获得,：\n<color=#00ff00>仙童灵儿1个\n冰龙求道扇1个\n玄霜冰凰翼1个\n龙族三太子1个\n极冰绽放1个\n神兵·无痕冰晶镰1个\n时装·云月之诗1个\n天陨星石1个\n星云爪1个\n星空铠1个\n星王臂1个\n星光尾1个\n星璇珠1个\n星云爪1个\n星空铠1个\n星璇珠1个\n仙灵果2个\n灵兽丹2个\n花撵进阶丹2个\n阵法进阶丹2个\n道果进阶丹2个\n宝甲进阶丹2个\n披风进阶丹2个\n</color>","Có tỉ lệ nhận được bộ thời trang hiếm <color=#00ff00>Tiên Kiếm Tiêu Dao</color>\n\nKích hoạt sẽ nhận kỹ năng: <color=#00ff00>Tìm người yêu cho bản thân, Thượng Cổ Kiếm Tiên Tiêu Dao, thành công đủ bộ Tiêu Dao Tiên kích phát Tiên Kiếm Phụ Thân mạnh mẽ, tăng vĩnh viễn 3% sát thương sâu, 1000 điểm công, 1000 điểm phá giáp, 1000 điểm bạo.</color>\nMở nhận ngẫu nhiên: \n<color=#00ff00>Tiên Đồng Linh Nhi*1\nBăng Long Cầu Đạo Phiến*1\nHuyền Sương Băng Hoàng Dực*1\nTam Thái Tử*1\nBăng Tan*1\nThần Binh·Vô Ngân Băng Tinh Liêm*1\nThời Trang·Vân Nguyệt Thi*1\nThiên Vẫn Tinh Thạch*1\nTinh Vân Trảo*1\nTinh Không Khải*1\nTinh Vương Tí*1\nTinh Quang Vỹ*1\nTinh Tuyền Châu*1\nTinh Vân Trảo*1\nTinh Không Khải*1\nTinh Tuyền Châu*1\nTiên Linh Quả*2\nLinh Thú Đan*2\nHoa Niện Tiến Giới Đan*2\nTrận Pháp Tiến Giới Đan*2\nĐạo Quả Tiến Giới Đan*2\nBảo Giáp Tiến Giới Đan*2\nPhi Phong Tiến Giới Đan*2\n</color>"
開飛機射箭,Duy Hải
旷世神兵在手，属性狂升，试问谁是敌手？,"Thần Binh trong tay, thuộc tính phi thăng, ai dám làm địch thủ?"
附魔红色3星以上饰品的材料,Nguyên liệu trang sức Phụ Ma Đỏ 3 Sao trở lên
技能4等级3-敌方燃烧达到3层使自身获得印记,Kỹ năng 4 cấp 3 - Địch bị thiêu đốt 3 tầng tự động sử dụng Ấn Ký lên bản thân
魔族英雄,Tướng Ma Tộc
钻石礼包,Lễ Bao Kim Cương
金属律动,Kim Thuộc Luật Động
神龙圣印 776级,Thần Long Thánh Ấn Cấp 776
仙侣不在线,Tiên Lữ không online
全服第2-3名战力,Toàn Server hạng 2-3 Lực Chiến
战愤王朝,Phú Hào
该英雄已被锁定,Tướng đã khóa
"影响英雄对【控制】职业造成伤害的增强程度,数值越高增强程度越高。","Ảnh hưởng đến tăng sát thương lên tướng [Khống Chế], giá trị càng cao, mức độ tăng càng cao"
开服3日云购,Mua Chung Ngày 3 Mở Server
就是此时，攻击！,"Chính là lúc này, tấn công!"
破功封穴 Lv.1,Phá Công Phong Huyệt Lv.1
开服披风冲榜第2-3名,Top 2-3 BXH Phi Phong Mở Server
危急时刻，阿克斯和罗丝这对同门师兄妹赶到了！凭借着默契配合，他们双双将手中武器朝着恶魔大军挥舞起来！,"Vào lúc nguy cấp, đồng môn của Alvine và Athena đã đến! Bọn họ cùng hợp tác đẩy lùi đội quân quỷ dữ!"
破军锦囊,Phá Quân Nang
小萝莉,Tiểu Loli
恭喜您在公会狩猎个人累计伤害榜中取得第%s名的成绩，奖励见附件,"Chúc mừng bạn trong xếp hạng tích lũy sát thương Chuyến Đi Săn (cá nhân) đạt hạng %s, thưởng đã được gửi qua Thư!"
神龙圣印 248级,Thần Long Thánh Ấn Cấp 248
紫金红葫芦,Tử Kim Hồng Hồ Lô
第60章,Chương 60
使用后可激活与提升头像框-<color=#ff3b3b>秋日骷髅</color>\n激活可加成：\n<color=#00ff00>战力+4500\n生命+3000\n攻击+150\n防御+150</color>\n\n分解后可获得<color=#00ff00>157</color>头像框精华，可提升头像框等级,"Kích hoạt và nâng cấp Khung Avatar-<color=#ff3b3b>Đầu Lâu</color>\nThuộc tính: \n<color=#00ff00>Chiến lực +4500\nHP +3000\nCông +150\nThủ +150</color>\n\nPhân giải nhận <color=#00ff00>157</color> Tinh Hoa Khung Avatar, có thể thăng cấp Khung Avatar"
每天8点结算,Tổng kết vào 8h mỗi ngày
9-10阶红二星装备宝箱,Rương Trang Bị Đỏ 9-10 Giai 2 Sao
场上每个【冰冻】目标提高乾6%的最终免伤，最多提高30%。,"Với mỗi địch bị [Đóng Băng], tăng 6% miễn sát thương cuối cho Raiken, tối đa 30%."
金色道果礼盒（一）,Rương Đạo Quả Vàng 1
坦克·7星·武器,Đỡ Đòn·7 Sao·Vũ Khí
"{""皇极掠天翼"",""皇极掠天翼"",""皇极掠天翼"",""皇极掠天翼""}","{""Hoàng Cực Lược Thiên Dực"",""Hoàng Cực Lược Thiên Dực"",""Hoàng Cực Lược Thiên Dực"",""Hoàng Cực Lược Thiên Dực""}"
锁妖塔第133层,Tỏa Yêu Tháp Tầng 133
重新连接,Liên kết lại
追踪祸源,Truy Tung Họa Nguyên
在<color=#03ff57>飞行法器界面</color>使用，集齐1个可激活法器<color=#03ff57>银龙冲天炮</color>，激活法器后可享受永久属性加成，提升法器阶级还可以激活法器技能，提升各项属性。\n<color=#d77500>激活效果：</color>\n<color=#03ff57>战力+70000\n生命+45000\n攻击+2250\n防御+1250\n破甲+1250</color>\n分解该法器可得到<color=#03ff57>晶元石</color>，可用来提升法器等阶。,"Dùng tại <color=#03ff57>giao diện Phi Hành Pháp Khí</color>, gom đủ 1 có thể kích hoạt Pháp Khí <color=#03ff57>Ngân Long Pháo</color>, Sau khi kích hoạt được hưởng thuộc tính vĩnh viễn, thăng cấp giai Pháp Khí có thể kích hoạt kỹ năng Pháp Khí, tăng thuộc tính.. \n<color=#d77500>Hiệu quả kích hoạt: </color>\n<color=#03ff57>Chiến lực +70000\nHP +45000\nCông +2250\nThủ +1250\nPhá Giáp +1250</color>\nPhân giải Pháp Khí nhận <color=#03ff57> Tinh Nguyên Thạch</color>, dùng để thăng cấp Pháp Khí."
第6章,Chương 6
技能2-反伤,Kỹ năng 2 - Phản thương
源生符石·大堆,Nguyên Sinh Thạch-Lớn
对目标造成的伤害额外提升30%,Sát thương lên mục tiêu tăng 30%
技能4名字III-治疗队友,Kỹ năng 4.3 - Trị liệu tướng đồng minh
生命值高于60%时，有30%概率使受到的物理伤害降低30%。,"Khi HP > 60%, có 30% tỉ lệ giảm 30% sát thương vật lý nhận phải"
"{""惊鸿战刃"",""惊鸿魔伞"",""惊鸿王杖"",""惊鸿魔镰""}","{""Kinh Hồng Chiến Nhận"",""Kinh Hồng Ma Tán"",""Kinh Hồng Vương Trượng"",""Kinh Hồng Ma Liêm""}"
"焰岭≥5个,强攻≤0个",Hệ Hỏa ≥5. Tấn Công ≤0
现在，有要离开队伍的，我阿克斯不会对他有任何处罚！,Nếu hiện tại có ai rời đội sẽ không phải chịu trừng phạt!
使用可获得<color=#00ff00>4685万经验</color>,Nhận <color=#00ff00>4685 Vạn EXP</color>
有些信徒习惯光脚走路，因此这种鞋销量一直不佳。,Một số tín đồ vẫn quen đi chân đất nên kinh doanh loại giày này rất ế ẩm.
萦能之书,Sách Năng Lượng
每次施放<color=#FFEB04>【厄运抛锚】</color>会附带自身已损生命值40%的伤害。,Mỗi lần dùng <color=#FFEB04>[Ám Ảnh Ách]</color> sẽ gây thêm sát thương bằng 40% HP bản thân đã mất
全体英雄在试炼内攻击力提升9000，最大生命值提升45000。,"Trong Thí Luyện, toàn bộ tướng tấn công +9000, tổng HP +45000"
被玩家杀死后，会获得1层复仇状态，伤害提高25%，持续10秒，最高叠加5层,"Sau khi bị người chơi kích sát, sẽ nhận 1 tầng trạng thái báo thù, sát thương tăng 25%, liên tục 10s, tối đa cộng dồn 5 tầng"
"      从失去爱人的悲痛中平复，花了亚伦数月的时间。而当他开始思考起整个事件时，许多疑点在他的脑际浮现。
      塞利姆……塞利姆！亚伦懊丧自己现在才想起了它。这个由当世几位最强法师组成的魔法议会，向来总管着城中的各种事宜。然而，当洪流来袭时，塞利姆的成员们并没有采取任何防御措施；事实上，他们仿佛人间蒸发一样，没人知道这些人去了哪里。
      亚伦并不相信塞利姆随着城市一道灭亡了，正如他不相信这次事件是一次意外。于是，他决定亲自去寻找真相。
      亚伦的决定使家族无法置之不理：当初送亚伦去维泽法亚当学徒，只是为了给百无聊赖的家族继承人找点事情干；现在，他们倒宁愿亚伦做回那个纨绔的公子哥，也不想让他掺和进这种听上去就充满危险的活动中。
      为了阻止亚伦，他的父母采取了许多手段，包括用武力迫使其屈服。可惜，这招对公子哥亚伦或许有效，但对“明焰”亚伦来说，实在构不成什么威胁。
      于是，追寻真相的旅程开始了。","Á Luân mất nhiều tháng để chữa trị sau khi mất đi người thân yêu. Và khi anh ấy bắt đầu suy nghĩ về toàn bộ sự việc, nhiều nghi ngờ xuất hiện trong đầu anh ấy. 
Tắc Lợi Mỗ ... Tắc Lợi Mỗ! Á Luân hối hận vì bây giờ anh chỉ nhớ đến nó. Hội đồng ma thuật này bao gồm một số pháp sư mạnh nhất trên thế giới luôn phụ trách các vấn đề khác nhau trong thành phố. Tuy nhiên, khi cơn lốc xoáy ập đến, các thành viên của Tắc Lợi Mỗ không hề có biện pháp phòng ngự, thực tế là họ như bốc hơi, và không ai biết những người này đã đi đâu. 
Á Luân không tin Tắc Lợi Mỗ chết cùng thành phố, cũng như anh không tin rằng vụ việc chỉ là một tai nạn. Vì vậy, anh quyết định tự mình đi tìm sự thật. 
Quyết định của Á Luân khiến gia đình không thể làm ngơ: họ gửi Á Luân đến học việc của Duy Trạch Pháp Á chỉ để tìm việc gì đó làm cho người thừa kế gia đình đang buồn chán; giờ đây, họ thà Á Luân làm công tử ăn chơi trác táng còn hơn để anh dính vào hoạt động nghe có vẻ nguy hiểm này. 
Để ngăn cản Á Luân, cha mẹ anh đã dùng đến nhiều cách, kể cả dùng vũ lực để buộc anh phải phục tùng. Thật không may, động thái này có thể hiệu quả với cậu con trai, Á Luân, nhưng nó thực sự không gây ra mối đe dọa nào cho ""Minh Diễm"" Á Luân . 
Và như vậy, hành trình tìm kiếm sự thật bắt đầu."
技能持续期间，回春符可以额外回复所受伤害5%的生命,"Trong thời gian duy trì kỹ năng, Hồi Xuân Phù có thể hồi thêm HP bằng 5% sát thương nhận vào"
伴莲月影,Bạn Liên Nguyệt Ảnh
寄情,Ký Tình
刷新时间:{0},Thời gian làm mới: {0}
激活穿戴后可为神兽增加属性\n<color=#00c000>【属性加成】</color>\n战力+6000\n生命 +4000\n攻击 +200\n破甲 +100\n防御 +100\n\n<color=#00c000>附加特效</color>：激活后，本变身状态下伤害加深提升10%,"Mặc sau khi kích hoạt sẽ tăng thuộc tính Thần Thú\n<color=#00c000>【Thuộc tính】</color>\nChiến lực +6000\nHP +4000\nCông +200\nPhá giáp +100\nThủ +100\n\n<color=#00c000>Hiệu ứng thêm</color>: Sau khi kích hoạt, s.thg sâu tăng 10%"
鎏璃8件套+25,Lưu Li 8 món+25
本应该是联军的败退，阿克斯却察觉到了异样。只见联军阵中出现了一个个巨大的物体……,"Đáng lẽ Liên Quân đã thất bại nhưng Alvine lại thấy là lạ. Đột nhiên, những vật thể to lớn xuất hiện giữa đội hình Liên Quân."
储物,Trữ Vật
蕴灵神龙\n幼,Uẩn Linh Thần Long\nẤu
帅气男生,Nam Sinh Đẹp Trai
活动期间，有限时优惠道具购买,"Trong thời gian hoạt động, có Ưu Đãi Hạn Giờ mua đạo cụ"
减少李靖变身CD15秒,Giảm CD biến thân Lý Tịnh 15s
金龙龙魂宝箱,Rương Kim Long Long Hồn
可将,Đưa
榮耀de落,Quốc Phương
技能1名字I-净化,Kỹ năng 1.1 - Quét sạch
仙盟16阶经验丹,16 Giai Tiên Minh EXP Đan
勇士积分,Điểm Dũng Sĩ
噩梦形态,Ác Mộng
攻击时有几率触发御雷真诀效果，附加12%的雷电伤害，持续10秒，冷却时间60秒,"Khi tấn công có tỉ lệ kích phát hiệu quả Ngự Lôi Chân Quyết, kèm 12% sát thương Lôi Điện. Liên tục 10s, thời gian CD 60s"
使用可获得<color=#00ff00>141万经验</color>,Nhận <color=#00ff00>141 Vạn EXP</color>
多金多福多好运~,Nhiều Vàng nhiều phúc nhiều may mắn!
护送仙子次数：<color=#fcff00>$1</color>次，双倍时间护送仙子经验翻倍,"Lượt hộ tống tiên tử: <color=#fcff00>$1</color> lượt, thời gian x2 hộ tống tiên tử nhận EXP x2"
霁风朗月,Tế Phong Lãng Nguyệt
猎者非兽,Thợ Săn Không Phải Thú
<color=#fccb15>联结水晶</color>已开放！<br/>以强带弱，助你开拓！,<color=#fccb15>Thủy Tinh Đồng Kết </color> đã mở！
澈体辞(破极技1),Hoạt Ngôn (Kỹ năng đột phá 1)
铁甲,Thiết Giáp
伤害160%,Sát thương 160%
该兑换码已经过期！,Giftcode đã quá hạn!
打开后，坦克、敏攻、控制、强攻、辅助五种职业中任选1件12星装备,"Mở chọn 1 trang bị 12 sao theo 5 vị trí: Phòng Ngự, Tấn Công, Khống Chế, Cường Công, Hỗ Trợ"
盾破恢复生命值,Phá khiên sẽ hồi HP
流光培养7,Luyện Lưu Quang 7
御林鞋子·御,Ngự Lâm Ngoa·Ngự
凤凰之刃,Phượng Hoàng Nhận
武器破甲增加18%,Phá giáp vũ khí tăng 18%
<color=#FF8C00>获取途径：</color>\n<color=#00CCFF>【阵营悬赏】</color>,<color=#FF8C00>Cách nhận: </color>\n<color=#00CCFF>【Treo Thưởng Trận Doanh】</color>
铸剑者,Thợ Đúc Kiếm
觉醒技能2-每一个队友分支,Kỹ năng Thức tỉnh II - Mỗi nhánh đồng đội
生命低于20%时，受到攻击时有10%的概率回复自身2.5%的生命，冷却20秒,"Khi HP dưới 20%, khi bị tấn công có 10% tỉ lệ hồi cho mình 2.5% HP, CD 20s"
双11礼盒,Hộp 11/11
139厘米,139 cm
反叛者乌恩只偷走了这双手套，并凭借这双手套杀出了一条血路。“不顾一切代价也要将手套拿回来！”晨辉王四世发布了全国通缉令。,Đôi găng tay bị kẻ nổi loạn Unn đánh cắp để gây ra cuộc chiến đẫm máu. “Hãy lấy lại găng tay bằng mọi giá!” Vua Dawn IV ban hành danh sách truy nã toàn quốc.
下列英雄的装备可以进行升阶,Trang bị tướng sau có thể tăng bậc
流焰岭上驻守的灰烬大军被阿克斯和突击小队打得四零八落，阿克斯抬眼望了望上方的流焰堡垒，踏出了前进之步伐。,"Đại quân Tro Tàn đóng trên Đỉnh Lưu Diêm bị Alvine và tiểu đội đột kích đánh cho tan tác, Alvine ngước nhìn Pháo Đài Lưu Diêm ở trên, tiến về phía trước."
洛克拿受到致命伤害时，将施放一次<color=#FFEB04>【厄运抛锚】</color>（无法触发物连，追击等效果），每场战斗只能触发一次。,"Khi Nauti bị tấn công bạo kích sẽ phóng <color=#FFEB04>[Ám Ảnh Ách]</color> (Không thể kích hoạt Liên Kích, Truy Kích), kích hoạt 1 lần/trận"
绝望,Tuyệt Vọng
泯灭者,Kẻ Biến Mất
四系成长,Tứ Hệ Trưởng Thành
<size=46>【基础规则】</size><br/>1、荣耀赛每3天一个赛季，赛季内<color=#f02e2e>第1天21:00</color>积分赛排名<color=#f02e2e>前256</color>名获得参赛资格<br/>2、参赛选手先进行6场突围赛，随机匹配对手争夺积分<br/>3、突围赛结束后根据积分赛积分加突围赛所得积分的总积分排名，前64位进入淘汰赛<br/>4、每轮比赛分准备阶段、竞猜阶段和战斗阶段，战斗阶段为单队伍对抗，战斗超时则伤害总量高的一方获胜<br/><br/><size=46>【玩法规则】</size><br/>1、比赛时会默认使用积分赛的进攻编队作为进攻阵容，可在准备阶段调整阵容。<br/>2、每次进攻若超过<color=#f02e2e>15</color>回合没战胜对手，则总输出伤害高的一方获胜<br/><br/><size=46>【突围赛规则】</size><br/>1、突围赛在当天<color=#f02e2e>21:00开启</color>，共6轮比赛<br/>2、每轮比赛胜利获得积分，失败不得分<br/>3、最后的总积分等于战斗得分和加上一定比例的积分赛积分。总积分排名前64的玩家将进入淘汰赛<br/><br/><size=46>【淘汰赛规则】</size><br/>1、淘汰赛在突围赛结束后开启，从六十四强赛开始，分八组进行，依次进入三十二强赛、十六强赛、八强赛、半决赛和决赛<br/>2、赛制为单局败者淘汰，最终决出冠军、亚军、季军<br/>3、季军的名次由八强中荣耀总积分的高低决定<br/><br/><size=46>【竞猜规则】</size><br/>1、每轮比赛开启后，每位玩家在每轮比赛可以支持以为参赛者，若该选手获得胜利，则竞猜成功，反之则失败<br/>2、每轮竞猜的场次由系统决定，比赛进入竞猜阶段时，系统将给玩家发放60竞猜币<br/>3、<color=#f02e2e>竞猜正确获得对应赔率的竞猜币</color>，错误则扣除下注的竞猜币<br/>4、荣耀赛结束后玩家所得的竞猜币会以<color=#f02e2e>1:1</color>的比例自动兑换成荣耀铸币，可在荣耀商店兑换道具<br/><br/><size=46>【跨服规则】</size><br/>1、跨服时空开启且积分赛开启跨服之后，荣耀赛由本服积分赛前256名参赛改为<color=#f02e2e>跨服积分赛前256名</color>参赛<br/>2、赛季时间改为每周固定2个赛季：周二至周四和周五至周日，周二、周五举行预选赛，周三、周六举行总决赛<br/><br/><size=46>【奖励发放】</size><br/>1、荣耀赛结束后，参赛选手的奖励会按照最终排名通过邮件发放奖励,"<size=46> [Quy Tắc]</size><br/>1. Giải Đấu Vinh Diệu 3 ngày bắt đầu 1 mùa <color=#f02e2e>Ngày 1 lúc 21:00</color> <color=#f02e2e>TOP 256</color> BXH nhận tư cách tham gia giải<br/>2. Tuyển thủ tham gia sẽ tiến hành phá vòng vây 6 trận,, ghép ngẫu nhiên đối thủ để giành điểm<br/>3. Sau khi Phá Vòng Vây kết thúc, dựa theo Điểm Thi Đấu để xếp hạng. Top 64 giành quyền vào vòng loại<br/>4. Mỗi vòng đấu chia thành các giai đoạn: chuẩn bị, dự đoán và chiến đấu. Hình thức đấu đơn, nếu hết giờ chưa kết thúc thì bên nào có tổng sát thương cao hơn sẽ giành chiến thắng<br/><br/><size=46>[Quy tắc]</size><br/>1. Khi thi đấu sẽ mặc định sử dụng đội hình tấn công Điểm Thi Đấu làm đội hình tấn công, có thể điều chỉnh đội hình ở giai đoạn chuẩn bị.<br/>2. Mỗi lần chiến đấu, nếu quá <color=#f02e2e>15</color> lượt bất phân thắng bại, bên có tổng sát thương cao hơn sẽ giành chiến thắng<br/><br/><size=46>[Quy tắc vòng Phá Vòng Vây]</size><br/>1. Vòng Phá Vòng Vây mở lúc <color=#f02e2e>21:00</color> trong ngày, tổng cộng 6 vòng đấu<br/>2. Chiến thắng mỗi vòng để nhận điểm, thất bại không có điểm<br/>3. Tổng điểm cuối cùng bằng điểm chiến đấu cộng tỉ lệ nhất định điểm trong Điểm Thi Đấu. TOP 64 được vào vòng loại<br/><br/><size=46>[Quy tắc vòng loại]</size><br/>1. Vòng loại mở sau khi kết thúc vòng Phá Vòng Vây, bắt đầu từ vòng 64, chia thành 8 nhóm, chiến đấu để giành quyền vào vòng 32, vòng 16, vòng 8, vòng bán kết và vòng chung kết<br/>2. Hình thức đấu đơn, khiêu chiến trong 1 trận để chọn ra nhà Vô Địch, Á Quân, Quý Quân<br/>3. Hạng Quý Quân lấy theo tổng điểm Vinh DIệu trong vòng 8<br/><br/><size=46>[Quy tắc dự đoán]</size><br/>1. Sau khi mở mỗi vòng đấu, người chơi có thể dự đoán kết quả để cổ vũ các đội tham gia giải. Nếu tuyển thủ giành thắng lợi, dự đoán tính là thành công và ngược lại<br/>2. Mỗi lượt dự đoán do hệ thống quyết định, khi trận đấu bước vào giai đoạn dự đoán, hệ thống sẽ cấp cho người chơi 60 Xu Dự Đoán<br/>3. <color=#f02e2e>Dự đoán chính xác nhận Xu Dự Đoán tương ứng tỉ lệ cược </color>, sau đó sẽ trừ Xu Dự Đoán đã dùng<br/>4. Giải Đấu kết thúc, toàn bộ Xu Dự Đoán của người chơi sẽ tự động đổi thành Xu Vinh Diệu theo tỉ lệ <color=#f02e2e>1:1</color>, dùng để đổi đạo cụ tại Shop Vinh Diệu<br/><size=46>[Quy tắc Liên SV]</size><br/>1. Sau khi mở Thời Không và Điểm Thi Đấu Liên Server, Giải Đấu Vinh Diệu thay đổi quyền tham gia từ TOP 256 Điểm Thi Đấu trong server thành <color=#f02e2e>TOP 256 Điểm Thi Đấu Liên SV</color><br/>2. Thời gian mùa giải cố định 2 mùa mỗi tuần: thứ 3 đến thứ 5 và thứ 6 đến CN. Thứ 3, 6 là vòng dự tuyển, thứ 4, 7 là vòng quyết đấu<br/><br/><size=46>[Phát Thưởng]</size><br/>Giải Đấu Vinh Diệu kết thúc, thưởng được gửi qua thư theo xếp hạng cuối cùng"
"1）玩家在白玉京-凤三娘处可想结缘的玩家；\n2）用越高级的彩礼进行结缘,获得的奖励越好；\n3）用高级彩礼结缘还可以举办宴席；\n4）对方答应结缘后正式成为仙侣","1) Ngươi chơi tại Bạch Ngọc Kinh-Phượng Tam Nương có ngươi chơi muốn kết duyên; \n2) Dùng sính lễ để kết duyên càng cao cấp, quà nhận càng tốt; \n3) Dùng sính lễ cao cấp kết duyên còn có thể tổ chức tiệc cưới; \n4) Sau khi đối phương đồng ý kết duyên chính thức trở thành Tiên Lữ"
购买成功,Mua thành công
1.合成材料：\n<color=#ffd700>仙灵宝宝*2</color>、<color=#ffd700>洗髓丹*10</color>、<color=#ffd700>初级仙灵晶*1</color>,"1. Nguyên liệu hợp thành: \n<color=#ffd700>Tiên Linh Bảo Bảo*2</color>, <color=#ffd700>Tẩy Tủy Đan*10</color>, <color=#ffd700>Tiên Linh Tinh-Sơ*1</color>"
上古石碑,Bia Đá Cổ
每10秒恢复1.75%的生命,Cứ 10s hồi 1.75% HP
神机灵剑·4星,Thần Cơ Linh Kiếm·4 Sao
穿戴4件二星琉璃攻装可激活,Mặc 4 món Lưu Li Công Trang 2 sao có thể kích hoạt
十一阶道果直升丹,11 Giai Đạo Quả Đan
公会频道,Kênh Bang
千羽千寻,Thiên Vũ Thiên Tầm
三星通关守护神树入圣模式,Thủ Hộ Thần Thụ-Nhập Thánh thông quan 3 sao
技能伤害战力=技能伤害*技能伤害战力参数,Lực chiến Sát thương kỹ năng = Sát thương kỹ năng x Số lực chiến Sát thương kỹ năng
